,[]
love,"['passion', 'beloved', 'dear', 'dearest', 'honey', 'sexual_love', 'erotic_love', 'lovemaking', 'making_love', 'love_life', 'enjoy', 'sleep_together', 'roll_in_the_hay', 'make_out', 'make_love', 'sleep_with', 'get_laid', 'have_sex', 'know', 'do_it', 'be_intimate', 'have_intercourse', 'have_it_away', 'have_it_off', 'screw', 'fuck', 'jazz', 'eff', 'hump', 'lie_with', 'bed', 'have_a_go_at_it', 'bang', 'get_it_on']"
bondservants,[]
cords,"['corduroys', 'cord', 'electric_cord']"
mamre,[]
opened,"['open', 'open_up', 'unfold', 'spread', 'spread_out', 'afford']"
mating,"['coupling', 'pairing', 'conjugation', 'union', 'sexual_union', 'copulate', 'mate', 'pair', 'couple', 'match', 'twin', 'checkmate', 'entangle', 'tangle', 'mat', 'snarl', 'felt', 'felt_up', 'mat_up', 'matt-up', 'matte_up']"
get,"['acquire', 'become', 'go', 'let', 'have', 'receive', 'find', 'obtain', 'incur', 'arrive', 'come', 'bring', 'convey', 'fetch', 'experience', 'pay_back', 'pay_off', 'fix', 'make', 'induce', 'stimulate', 'cause', 'catch', 'capture', 'grow', 'develop', 'produce', 'contract', 'take', 'drive', 'aim', 'arrest', 'scram', 'buzz_off', 'fuck_off', 'bugger_off', ""get_under_one's_skin"", 'draw', 'perplex', 'vex', 'stick', 'puzzle', 'mystify', 'baffle', 'beat', 'pose', 'bewilder', 'flummox', 'stupefy', 'nonplus', 'gravel', 'amaze', 'dumbfound', 'get_down', 'begin', 'start_out', 'start', 'set_about', 'set_out', 'commence', 'suffer', 'sustain', 'beget', 'engender', 'father', 'mother', 'sire', 'generate']"
forsaken,"['abandon', 'forsake', 'desolate']"
ashkenaz,[]
stronger,"['strong', 'potent', 'stiff', 'impregnable', 'inviolable', 'secure', 'unassailable', 'unattackable', 'solid', 'substantial', 'hard', 'warm']"
asks,"['ask', 'inquire', 'enquire', 'require', 'expect', 'necessitate', 'postulate', 'need', 'take', 'involve', 'call_for']"
answered,"['answer', 'reply', 'respond', 'resolve', 'suffice', 'do']"
interpreted,"['interpret', 'construe', 'see', 'rede', 'render', 'represent', 'translate', 'understand', 'read']"
foreskin,[]
ones,"['one', '1', 'I', 'ace', 'single']"
coat,"['coating', 'pelage', 'surface']"
slaves,"['slave', 'striver', 'hard_worker', ""break_one's_back"", 'buckle_down']"
departing,"['go', 'go_away', 'depart', 'deviate', 'vary', 'diverge', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off', 'take_leave', 'quit', 'leave', 'pull_up_stakes', 'sidetrack', 'digress']"
gatam,[]
nine,"['9', 'IX', 'niner', 'Nina_from_Carolina', 'ennead', 'baseball_club', 'ball_club', 'club', 'nine-spot']"
ishmaelites,[]
sheepshearers,[]
lingered,"['linger', 'loiter', 'lounge', 'footle', 'lollygag', 'loaf', 'lallygag', 'hang_around', 'mess_about', 'tarry', 'lurk', 'mill_about', 'mill_around', 'dawdle']"
possessor,[]
vast,"['huge', 'immense']"
ears,"['ear', 'auricle', 'pinna', 'spike']"
and,[]
flock,"['batch', 'deal', 'good_deal', 'great_deal', 'hatful', 'heap', 'lot', 'mass', 'mess', 'mickle', 'mint', 'mountain', 'muckle', 'passel', 'peck', 'pile', 'plenty', 'pot', 'quite_a_little', 'raft', 'sight', 'slew', 'spate', 'stack', 'tidy_sum', 'wad', 'troop', 'fold', 'cluster', 'constellate']"
canaan,"['Palestine', 'Canaan', 'Holy_Land']"
fourteen,"['14', 'XIV']"
philistines,"['philistine', 'anti-intellectual', 'lowbrow']"
naphtuhim,[]
jahleel,[]
distress,"['hurt', 'suffering', 'distraint']"
separated,"['separate', 'divide', 'disunite', 'part', 'distinguish', 'differentiate', 'secern', 'secernate', 'severalize', 'severalise', 'tell', 'tell_apart', 'split', 'split_up', 'dissever', 'carve_up', 'classify', 'class', 'sort', 'assort', 'sort_out', 'break', 'break_up', 'fall_apart', 'come_apart', 'discriminate', 'single_out', 'branch', 'ramify', 'fork', 'furcate', 'detached', 'isolated', 'set-apart', 'spaced', 'disjointed']"
spirit,"['tone', 'feel', 'feeling', 'flavor', 'flavour', 'look', 'smell', 'disembodied_spirit', 'emotional_state', 'intent', 'purport', 'liveliness', 'life', 'sprightliness', 'heart', 'spirit_up']"
departed,"['dead_person', 'dead_soul', 'deceased_person', 'deceased', 'decedent', 'go', 'go_away', 'depart', 'deviate', 'vary', 'diverge', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off', 'take_leave', 'quit', 'leave', 'pull_up_stakes', 'sidetrack', 'digress', 'straggle', 'bygone', 'bypast', 'foregone', 'gone', 'asleep', 'at_peace']"
whereon,[]
limped,"['limp', 'gimp', 'hobble']"
zaphenath,[]
calah,[]
keep,"['support', 'livelihood', 'living', 'bread_and_butter', 'sustenance', 'donjon', 'dungeon', 'hold', 'maintain', 'continue', 'go_on', 'proceed', 'go_along', 'hold_on', 'prevent', 'observe', 'retain', 'keep_on', 'sustain', 'stay_fresh', 'celebrate', 'restrain', 'keep_back', 'hold_back', 'preserve', 'keep_open', 'hold_open']"
prosper,"['thrive', 'fly_high']"
six,"['6', 'VI', 'sixer', 'sise', 'Captain_Hicks', 'half_a_dozen', 'sextet', 'sestet', 'sextuplet', 'hexad', 'six-spot', 'vi', 'half_dozen']"
aiah,[]
captive,"['prisoner', 'confined', 'imprisoned', 'jailed', 'absorbed', 'engrossed', 'enwrapped', 'intent']"
therefore,"['hence', 'thence', 'thus', 'so']"
moreover,['furthermore']
abimael,[]
eastward,"['east', 'due_east', 'E', 'eastbound']"
raven,"['Corvus_corax', 'prey', 'predate', 'devour', 'guttle']"
gershon,[]
sheba,[]
laban's,[]
flaming,"['fire', 'flame', 'flare', 'bally', 'blinking', 'bloody', 'blooming', 'crashing', 'fucking']"
el,"['elevation', 'EL', 'altitude', 'ALT', 'elevated_railway', 'elevated_railroad', 'elevated']"
dumah,[]
midwife,[]
appear,"['look', 'seem', 'come_out']"
physicians,"['doctor', 'doc', 'physician', 'MD', 'Dr.']"
cain,[]
poverty,['poorness']
heed,"['attentiveness', 'regard', 'paying_attention', 'mind']"
malchiel,[]
saving,"['economy', 'rescue', 'deliverance', 'delivery', 'preservation', 'salvage', 'salve', 'relieve', 'save', 'preserve', 'carry_through', 'pull_through', 'bring_through', 'lay_aside', 'save_up', 'make_unnecessary', 'deliver', 'redeem', 'spare', 'economize', 'economise', 'keep_open', 'hold_open', 'keep', 'write', 'redemptive']"
guiding,"['steer', 'maneuver', 'manoeuver', 'manoeuvre', 'direct', 'point', 'head', 'guide', 'channelize', 'channelise', 'lead', 'take', 'conduct', 'guide_on', 'run', 'draw', 'pass', 'directing', 'directional']"
nor,[]
speak,"['talk', 'utter', 'mouth', 'verbalize', 'verbalise']"
upward,"['up', 'upwards']"
couch,"['sofa', 'lounge', 'frame', 'redact', 'cast']"
wives,"['wife', 'married_woman']"
home,"['place', 'dwelling', 'domicile', 'abode', 'habitation', 'dwelling_house', 'home_plate', 'home_base', 'plate', 'base', 'family', 'household', 'house', 'menage', 'nursing_home', 'rest_home', 'interior', 'internal']"
'is,[]
shekel,[]
interpreter,"['translator', 'spokesperson', 'representative', 'voice']"
-,[]
tops,"['top', 'top_side', 'upper_side', 'upside', 'peak', 'crown', 'crest', 'tip', 'summit', 'top_of_the_inning', 'acme', 'height', 'elevation', 'pinnacle', 'superlative', 'meridian', 'tiptop', 'whirligig', 'teetotum', 'spinning_top', 'cover', 'circus_tent', 'big_top', 'round_top', 'exceed', 'transcend', 'overstep', 'pass', 'go_past', 'clear', 'lead', 'top_out', 'pinch', 'top_off', 'ace', 'A-one', 'crack', 'first-rate', 'super', 'topnotch']"
fulfilled,"['carry_through', 'accomplish', 'execute', 'carry_out', 'action', 'fulfill', 'fulfil', 'meet', 'satisfy', 'fill']"
fig,"['figure', 'common_fig', 'common_fig_tree', 'Ficus_carica', 'Libyan_Islamic_Fighting_Group', 'FIG', ""Al-Jama'a_al-Islamiyyah_al-Muqatilah_bi-Libya"", 'Libyan_Fighting_Group']"
ephraim,[]
tiller,['cultivator']
wandered,"['roll', 'wander', 'swan', 'stray', 'tramp', 'roam', 'cast', 'ramble', 'rove', 'range', 'drift', 'vagabond', 'cheat_on', 'cheat', 'cuckold', 'betray', 'weave', 'wind', 'thread', 'meander', 'digress']"
her,[]
inheritance,['heritage']
gerar,[]
please,[]
dignity,"['self-respect', 'self-regard', 'self-worth', 'lordliness']"
twelve,"['12', 'XII', 'dozen']"
four,"['4', 'IV', 'tetrad', 'quatern', 'quaternion', 'quaternary', 'quaternity', 'quartet', 'quadruplet', 'foursome', 'Little_Joe', 'four-spot']"
changed,"['change', 'alter', 'modify', 'vary', 'switch', 'shift', 'exchange', 'commute', 'convert', 'interchange', 'transfer']"
ours,[]
dried,"['dry', 'dry_out', 'dehydrated']"
waist,['waistline']
elishah,[]
peeled,"['skin', 'peel', 'pare', 'peel_off', 'flake_off', 'flake', 'undress', 'discase', 'uncase', 'unclothe', 'strip', 'strip_down', 'disrobe', 'bare-assed', 'bare-ass', 'in_the_altogether', 'in_the_buff', 'in_the_raw', 'raw', 'naked_as_a_jaybird']"
cut,"['gash', 'slash', 'slice', 'cut_of_meat', 'stinger', 'track', 'deletion', 'excision', 'snub', 'cold_shoulder', 'baseball_swing', 'swing', 'undercut', 'cutting', 'cutting_off', 'reduce', 'cut_down', 'cut_back', 'trim', 'trim_down', 'trim_back', 'bring_down', 'swerve', 'sheer', 'curve', 'trend', 'veer', 'slue', 'slew', 'tailor', 'write_out', 'issue', 'make_out', 'edit', 'edit_out', 'skip', 'hack', 'burn', 'switch_off', 'turn_off', 'turn_out', 'ignore', 'disregard', 'prune', 'rationalize', 'rationalise', 'cut_off', 'abridge', 'foreshorten', 'abbreviate', 'shorten', 'contract', 'dilute', 'thin', 'thin_out', 'geld', 'shortened', 'trimmed', 'mown', 'emasculated', 'gelded', 'slashed', 'thinned']"
deceive,"['lead_on', 'delude', 'cozen', 'betray']"
magnified,"['magnify', 'amplify', 'overstate', 'exaggerate', 'overdraw', 'hyperbolize', 'hyperbolise', 'blow_up', 'enlarge', 'exaggerated']"
pain,"['hurting', 'painfulness', 'pain_sensation', 'painful_sensation', 'pain_in_the_neck', 'nuisance', 'annoyance', 'bother', 'botheration', 'infliction', 'pain_in_the_ass', 'trouble', 'ail', 'anguish']"
speaking,"['speech_production', 'public_speaking', 'speechmaking', 'oral_presentation', 'talk', 'speak', 'utter', 'mouth', 'verbalize', 'verbalise']"
kept,"['keep', 'maintain', 'hold', 'continue', 'go_on', 'proceed', 'go_along', 'hold_on', 'prevent', 'observe', 'retain', 'keep_on', 'sustain', 'stay_fresh', 'celebrate', 'restrain', 'keep_back', 'hold_back', 'preserve', 'keep_open', 'hold_open', 'save']"
cubits,[]
child,"['kid', 'youngster', 'minor', 'shaver', 'nipper', 'small_fry', 'tiddler', 'tike', 'tyke', 'fry', 'nestling']"
naphish,[]
forger,[]
called,"['name', 'call', 'telephone', 'call_up', 'phone', 'ring', 'shout', 'shout_out', 'cry', 'yell', 'scream', 'holler', 'hollo', 'squall', 'send_for', 'visit', 'call_in', 'address', 'bid', 'call_off', 'predict', 'foretell', 'prognosticate', 'forebode', 'anticipate']"
tiras,[]
chief,"['head', 'top_dog', 'foreman', 'gaffer', 'honcho', 'boss', 'headman', 'tribal_chief', 'chieftain', 'main', 'primary', 'principal']"
seba,[]
delivered,"['deliver', 'present', 'hand_over', 'fork_over', 'fork_out', 'fork_up', 'turn_in', 'render', 'rescue', 'extradite', 'deport', 'return', 'redeem', 'save', 'drive_home', 'surrender', 'cede', 'give_up', 'pitch', 'give_birth', 'bear', 'birth']"
spoken,"['talk', 'speak', 'utter', 'mouth', 'verbalize', 'verbalise']"
ending,"['termination', 'conclusion', 'end', 'finish', 'close', 'closing', 'stop', 'terminate']"
wash,"['washing', 'lavation', 'dry_wash', 'washout', 'slipstream', 'airstream', 'race', 'backwash', 'wash_drawing', 'laundry', 'washables', 'rinse', 'lave', 'launder', 'wash_out', 'wash_off', 'wash_away', 'moisten', 'dampen']"
deceiver,"['cheat', 'cheater', 'trickster', 'beguiler']"
hebrews,"['Hebrews', 'Israelites', 'Epistle_to_the_Hebrews', 'Hebrew', 'Jew']"
alive,"['live', 'animated', 'active', 'alert']"
way,"['manner', 'mode', 'style', 'fashion', 'means', 'agency', 'direction', 'path', 'way_of_life', 'room', 'elbow_room']"
welfare,"['social_welfare', 'public_assistance', 'benefit', 'wellbeing', 'well-being', 'upbeat', 'eudaemonia']"
jegar,[]
manner,"['mode', 'style', 'way', 'fashion']"
stretched,"['stretch', 'stretch_along', 'extend', 'unfold', 'stretch_out', 'elongate', 'load', 'adulterate', 'dilute']"
tent,"['collapsible_shelter', 'camp', 'encamp', 'camp_out']"
sinning,"['sin', 'transgress', 'trespass', 'drop_the_ball', 'blunder', 'boob']"
cheran,[]
sold,"['sell', 'deal', 'trade']"
issachar,[]
embraced,"['embrace', 'encompass', 'comprehend', 'cover', 'hug', 'bosom', 'squeeze', 'espouse', 'adopt']"
encamped,"['camp', 'encamp', 'camp_out', 'bivouac']"
tar,"['pitch', 'mariner', 'seaman', 'Jack-tar', 'Jack', 'old_salt', 'seafarer', 'gob']"
prophet,"['prophesier', 'oracle', 'seer']"
altar,['communion_table']
forth,"['Forth', 'Forth_River', 'away', 'off', 'forward']"
rebekah's,[]
israel,"['Israel', 'State_of_Israel', 'Yisrael', 'Zion']"
balm,"['ointment', 'unction', 'unguent']"
moves,"['move', 'relocation', 'motion', 'movement', 'motility', 'travel', 'go', 'locomote', 'displace', 'proceed', 'be_active', 'act', 'affect', 'impress', 'strike', 'motivate', 'actuate', 'propel', 'prompt', 'incite', 'run']"
dwell,"['brood', 'consist', 'lie', 'lie_in', 'populate', 'live', 'inhabit']"
leah's,[]
seventy,"['70', 'LXX']"
stricken,"['afflicted', 'smitten', 'struck']"
hears,"['hear', 'learn', 'get_word', 'get_wind', 'pick_up', 'find_out', 'get_a_line', 'discover', 'see', 'try', 'listen']"
childbirth,"['childbearing', 'accouchement']"
moabites,[]
gihon,[]
easily,['easy']
forgotten,"['forget', 'bury', 'block', 'blank_out', 'draw_a_blank', 'leave']"
forgot,"['forget', 'bury', 'block', 'blank_out', 'draw_a_blank']"
we,[]
wealth,['wealthiness']
sword,"['blade', 'brand']"
oh,"['Ohio', 'Buckeye_State']"
tore,"['torus', 'tear', 'rupture', 'snap', 'bust', 'shoot', 'shoot_down', 'charge', 'buck', 'pluck', 'pull', 'deplume', 'deplumate']"
heat,"['heat_energy', 'hotness', 'high_temperature', 'warmth', 'passion', 'estrus', 'oestrus', 'rut', 'heating_system', 'heating_plant', 'heating', 'heat_up', 'inflame', 'stir_up', 'wake', 'ignite', 'fire_up']"
better,"['bettor', 'wagerer', 'punter', 'break', 'improve', 'amend', 'ameliorate', 'meliorate', 'best', 'good', 'full', 'estimable', 'honorable', 'respectable', 'beneficial', 'just', 'upright', 'adept', 'expert', 'practiced', 'proficient', 'skillful', 'skilful', 'dear', 'near', 'dependable', 'safe', 'secure', 'right', 'ripe', 'well', 'effective', 'in_effect', 'in_force', 'serious', 'sound', 'salutary', 'honest', 'undecomposed', 'unspoiled', 'unspoilt', 'easily', 'considerably', 'substantially', 'intimately', 'advantageously']"
rise,"['ascent', 'ascension', 'ascending', 'acclivity', 'raise', 'climb', 'upgrade', 'rising', 'wage_hike', 'hike', 'wage_increase', 'salary_increase', 'rising_slope', 'lift', 'emanation', 'procession', 'boost', 'cost_increase', 'advance', 'arise', 'move_up', 'go_up', 'come_up', 'uprise', 'get_up', 'stand_up', 'rear', 'surface', 'rise_up', 'originate', 'develop', 'spring_up', 'grow', 'ascend', 'wax', 'mount', 'heighten', 'turn_out', 'jump', 'climb_up', 'rebel', 'prove']"
fleeing,"['flee', 'fly']"
current,"['electric_current', 'stream']"
full,"['full_moon', 'full-of-the-moon', 'full_phase_of_the_moon', 'wax', 'entire', 'total', 'replete', 'good', 'broad', 'wide', 'wide-cut', 'fully']"
contended,"['contend', 'postulate', 'argue', 'debate', 'fence', 'contest', 'repugn', 'cope', 'get_by', 'make_out', 'make_do', 'grapple', 'deal', 'manage', 'compete', 'vie', 'fight']"
aloud,"['out_loud', 'loudly']"
array,"['raiment', 'regalia', 'range', 'lay_out', 'set_out']"
close,"['stopping_point', 'finale', 'finis', 'finish', 'last', 'conclusion', 'end', 'closing', 'ending', 'closing_curtain', 'shut', 'close_up', 'fold', 'shut_down', 'close_down', 'conclude', 'come_together', 'fill_up', 'near', 'nigh', 'faithful', 'tight', 'confining', 'airless', 'stuffy', 'unaired', 'snug', 'close-fitting', 'cheeseparing', 'penny-pinching', 'skinny', 'closelipped', 'closemouthed', 'secretive', 'tightlipped']"
egypt's,[]
marry,"['get_married', 'wed', 'conjoin', 'hook_up_with', 'get_hitched_with', 'espouse', 'tie']"
jokshan,[]
nation,"['state', 'country', 'land', 'commonwealth', 'res_publica', 'body_politic', 'Nation', 'Carry_Nation']"
edomites,[]
officer,"['military_officer', 'officeholder', 'policeman', 'police_officer']"
tower,"['column', 'pillar', 'tugboat', 'tug', 'towboat', 'loom', 'predominate']"
freely,[]
reuel,[]
hinder,"['impede', 'obstruct', 'blockade', 'block', 'stymie', 'stymy', 'embarrass', 'handicap', 'hamper', 'back']"
established,"['establish', 'set_up', 'found', 'launch', 'plant', 'constitute', 'institute', 'prove', 'demonstrate', 'show', 'shew', 'lay_down', 'make', 'give', 'install', 'instal', 'build', 'base', 'ground', 'constituted', 'accomplished', 'effected', 'conventional']"
elon,[]
distance,"['length', 'aloofness', 'space', 'outdistance']"
rider,[]
lord's,[]
casluhim,[]
jachin,[]
severe,"['terrible', 'wicked', 'hard', 'knockout', 'austere', 'stark', 'stern', 'spartan', 'dangerous', 'grave', 'grievous', 'serious']"
afterward,"['subsequently', 'later', 'afterwards', 'after']"
teman,[]
looking,"['look', 'looking_at', 'looking_for', 'appear', 'seem', 'search', 'front', 'face', 'attend', 'take_care', 'see', 'expect', 'await', 'wait', 'count', 'bet', 'depend', 'calculate', 'reckon']"
euphrates,['Euphrates']
show,"['display', 'appearance', 'demo', 'exhibit', 'present', 'demonstrate', 'prove', 'establish', 'shew', 'testify', 'bear_witness', 'evidence', 'picture', 'depict', 'render', 'express', 'evince', 'indicate', 'point', 'designate', 'show_up', 'read', 'register', 'record']"
dowry,"['dowery', 'dower']"
attained,"['achieve', 'accomplish', 'attain', 'reach', 'hit', 'fall_upon', 'strike', 'come_upon', 'light_upon', 'chance_upon', 'come_across', 'chance_on', 'happen_upon', 'discover', 'make', 'arrive_at']"
reaped,"['reap', 'harvest', 'glean']"
baked,"['bake', 'broil', 'adust', 'parched', 'scorched']"
'do,[]
treat,"['dainty', 'delicacy', 'goody', 'kickshaw', 'handle', 'do_by', 'process', 'care_for', 'cover', 'plow', 'deal', 'address']"
floated,"['float', 'drift', 'be_adrift', 'blow']"
slain,"['murder', 'slay', 'hit', 'dispatch', 'bump_off', 'off', 'polish_off']"
likeness,"['alikeness', 'similitude', 'semblance', 'compare', 'liken']"
putting,"['putt', 'put', 'set', 'place', 'pose', 'position', 'lay', 'frame', 'redact', 'cast', 'couch', 'assign', 'invest', 'commit', 'arrange', 'set_up']"
seize,"['prehend', 'clutch', 'appropriate', 'capture', 'conquer', 'impound', 'attach', 'sequester', 'confiscate', 'assume', 'usurp', 'take_over', 'arrogate', 'get_hold_of']"
sewed,"['sew', 'run_up', 'sew_together', 'stitch', 'tailor', 'tailor-make', 'sewn']"
happened,"['happen', 'hap', 'go_on', 'pass_off', 'occur', 'pass', 'fall_out', 'come_about', 'take_place', 'befall', 'bechance', 'materialize', 'materialise', 'find', 'chance', 'bump']"
togarmah,[]
falsely,[]
throne,"['toilet', 'can', 'commode', 'crapper', 'pot', 'potty', 'stool']"
than,[]
their,[]
ezbon,[]
on,[]
turned,"['turn', 'change_state', 'become', 'change_by_reversal', 'reverse', 'move_around', 'grow', 'release', 'turn_over', 'plow', 'plough', 'twist', 'sprain', 'wrench', 'wrick', 'rick', 'flex', 'bend', 'deform', 'call_on', 'sour', 'ferment', 'work']"
so,"['sol', 'soh', 'thus', 'thusly', 'then', 'and_so', 'and_then', 'therefore', 'hence', 'thence']"
haven,"['oasis', 'seaport', 'harbor']"
camels,[]
phicol,[]
ammi,[]
vengeance,['retribution']
caused,"['cause', 'do', 'make', 'induce', 'stimulate', 'have']"
knowing,"['know', 'cognize', 'cognise', 'experience', 'live', 'acknowledge', 'recognize', 'recognise', 'sleep_together', 'roll_in_the_hay', 'love', 'make_out', 'make_love', 'sleep_with', 'get_laid', 'have_sex', 'do_it', 'be_intimate', 'have_intercourse', 'have_it_away', 'have_it_off', 'screw', 'fuck', 'jazz', 'eff', 'hump', 'lie_with', 'bed', 'have_a_go_at_it', 'bang', 'get_it_on', 'bonk', 'wise', 'wise_to', 'intentional', 'knowledgeable', 'learned', 'lettered', 'well-educated']"
chose,"['choose', 'take', 'select', 'pick_out', 'prefer']"
believe,"['think', 'consider', 'conceive']"
dreadful,"['awful', 'dire', 'direful', 'dread', 'dreaded', 'fearful', 'fearsome', 'frightening', 'horrendous', 'horrific', 'terrible', 'atrocious', 'abominable', 'painful']"
